name,all_reviews,developer,publisher,popular_tags,game_details,genre,mature_content,minimum_requirements,original_price
yakuza 0,"Very Positive,(8,128),- 87% of the 8,128 user reviews for this game are positive.",SEGA,"SEGA,SEGA","Story Rich,Action,Beat 'em up,Great Soundtrack,Open World,Crime,RPG,Violent,Minigames,Mature,Funny,Singleplayer,Adventure,Sexual Content,Comedy,Drama,Third Person,Atmospheric,Anime,Dating Sim","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Action,Adventure,RPG"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 64Bit,Processor:,Intel Core i5-3470 | AMD FX-6300,Memory:,4 GB RAM,Graphics:,Nvidia GeForce GTX 560 | AMD Radeon HD 6870,Additional Notes:,GPU with a gpumark of : 2600 to 3100, CPU with a cpumark of 4500 to 6300",$19.99 
the escapists 2,"Very Positive,(5,252),- 81% of the 5,252 user reviews for this game are positive.","Team17 Digital Ltd,Mouldy Toof Studios","Team17 Digital Ltd,Team17 Digital Ltd","Multiplayer,Strategy,Pixel Graphics,Online Co-Op,Co-op,2D,Crafting,Singleplayer,Indie,Simulation,Stealth,Sandbox,Local Co-Op,Character Customization,Funny,Puzzle,Difficult,Action,Open World,Split Screen","Single-player,Multi-player,Online Multi-Player,Local Multi-Player,Co-op,Online Co-op,Local Co-op,Shared/Split Screen,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud,Steam Leaderboards","Indie,Simulation,Strategy",,"Minimum:,OS:,Windows 7/8.1/10 (32-bit versions),Processor:,Intel Core Duo E6600 @ 2.4GHz,Memory:,2 GB RAM,Graphics:,Intel 4400, GeForce GT 8800, AMD Radeon HD 4650,DirectX:,Version 11,Storage:,4 GB available space,Sound Card:,Windows Compatible Sound card",$19.99 
"star wars: battlefront 2 (classic, 2005)","Very Positive,(27,397),- 91% of the 27,397 user reviews for this game are positive.",Pandemic Studios,"Lucasfilm,LucasArts,Disney Interactive,Lucasfilm,LucasArts,Disney Interactive","Star Wars,Action,Multiplayer,Shooter,Third-Person Shooter,Sci-fi,Classic,Space,FPS,First-Person,Singleplayer,Moddable,Third Person,Military,Masterpiece,Tactical,Co-op,Strategy,Great Soundtrack,Adventure","Single-player,Multi-player,Online Multi-Player,Partial Controller Support,Steam Cloud",Action,,,$9.99 
wizard101,"Mixed,(805),- 68% of the 805 user reviews for this game are positive.",KingsIsle Entertainment,"KingsIsle Entertainment,KingsIsle Entertainment","Massively Multiplayer,RPG,Magic,Card Game,Free to Play,Family Friendly,MMORPG,Strategy,Fantasy,Turn-Based,Multiplayer,Adventure,Psychological Horror,Anime,Online Co-Op,Turn-Based Combat,Co-op,Great Soundtrack,Story Rich","Online Multi-Player,MMO,In-App Purchases,Profile Features Limited 
									","Free to Play,Massively Multiplayer,RPG",,,Free To Play
life is strange 2,"Very Positive,(4,437),*,- 86% of the 4,437 user reviews for this game are positive.,This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score.",DONTNOD Entertainment,"Square Enix,Square Enix","Choices Matter,Story Rich,Adventure,Great Soundtrack,Singleplayer,Atmospheric,Episodic,Drama,Sexual Content,Third Person,Choose Your Own Adventure,Walking Simulator,Mystery,Point & Click,Nudity,Indie,Visual Novel,Political,Action,Survival","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Steam Cloud",Adventure," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Nudity or Sexual Content, General Mature Content  ","Minimum:,OS:,Windows 7 or above (64-bit Operating System Required),Processor:,Intel Core i3-2100 (3.1GHz) or AMD Phenom X4 945 (3.0GHz),Memory:,4 GB RAM,Graphics:,Nvidia GeForce GTX 650 2GB or AMD Radeon HD 7770 2GB,DirectX:,Version 11,Storage:,40 GB available space,Additional Notes:,Please note that 32-bit operating systems will not be supported",$7.99 
kingdoms of amalur: reckoning™,"Very Positive,(8,950),- 87% of the 8,950 user reviews for this game are positive.","Big Huge Games,38 Studios","38 Studios,Electronic Arts,38 Studios,Electronic Arts","RPG,Fantasy,Open World,Singleplayer,Action RPG,Action,Adventure,Third Person,Loot,Story Rich,Magic,Character Customization,Hack and Slash,Exploration,Controller,Sandbox,Atmospheric,Crafting,Female Protagonist,Masterpiece","Single-player,Steam Achievements,Partial Controller Support,Steam Cloud","Action,RPG",,"Minimum:,OS:,Windows XP SP3 / Windows Vista SP2 / Windows 7 SP1,Processor:,2.2GHz Intel Core 2 Duo or 2.6GHz AMD Athlon 64 X2 5000+,Memory:,1 GB RAM for Windows XP / 2 GB Windows Vista and Windows 7,Hard Disk Space:,10.5 GB,Video:,NVIDIA GeForce 8800 / 512MB RAM or better, ATI Radeon HD3850 / 512MB RAM (with Pixel Shader 3.0 support), 1280x720 minimum supported  resolution,Sound:,DirectX 9.0c compatible,DirectX®:,DirectX 9.0c",$19.99 
doom classic complete,,id Software,id Software,,"Single-player,Multi-player,Steam Cloud",Action,,,$14.99 
"warhammer 40,000: dawn of war ii: retribution","7 user reviews,- Need more user reviews to generate a score","Relic Entertainment,Feral Interactive (Mac/Linux)","SEGA,Feral Interactive (Mac/Linux),SEGA,Feral Interactive (Mac/Linux)","Warhammer 40K,Strategy,RTS,Tactical,Sci-fi,Multiplayer,Games Workshop,Online Co-Op,Co-op,Real-Time,Singleplayer,Futuristic,Gore,RPG,Action,Great Soundtrack,Fantasy,Atmospheric,Masterpiece,Adventure","Single-player,Multi-player,Co-op,Steam Achievements,Steam Cloud,Stats,Steam Leaderboards",Strategy,,"Minimum:,OS:,Windows XP SP2, Windows Vista, Windows 7,Processor:,Pentium IV 3.2Ghz, or any dual core processor,Memory:,1GB (XP), 1.5GB (Vista), 1.5 GB (Windows 7),Hard Disk Space:,8.5GB space free,Video Card:,128 MB Video Card using Shader Model 3 (Nvidia GeForce 6600 GT / ATI X1600),Other:,Online Steam Account,Minimum:,OS:,Ubuntu 16.04 or Steam OS 2.0 (64 bit required),Processor:,2GHz,Memory:,4GB Memory,Hard Drive:,8GB HD space,Graphics:,The game requires a 1GB NVIDIA 6xx series graphics card or better, a 1GB AMD 6xxx series graphics card or better, or an Intel Iris Pro series card or better.*,Other Requirements:,NVIDIA cards require driver version 367.35 (tested), AMD and Intel cards require MESA 11.2 (tested)",$29.99 
god wars the complete legend,"Positive,(11),- 100% of the 11 user reviews for this game are positive.","KADOKAWA GAMES, LTD","KADOKAWA GAMES, LTD,KADOKAWA GAMES, LTD","RPG,Adventure,Simulation,Tactical RPG,JRPG,Turn-Based,Anime","Single-player,Full controller support","Adventure,RPG,Simulation",,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 10/8/7,Processor:,Core2 Duo 2.60 GHz,Memory:,2 GB RAM,Graphics:,GeForce 9500 GT,DirectX:,Version 9.0c,Storage:,4 GB available space,Sound Card:,onboard chipset",$29.99 
counter-strike: source,"Overwhelmingly Positive,(45,829),- 95% of the 45,829 user reviews for this game are positive.",Valve,"Valve,Valve","Shooter,Action,FPS,Multiplayer,Team-Based,First-Person,Tactical,Competitive,PvP,e-sports,Military,War,Strategy,Moddable,Difficult,Singleplayer,Atmospheric,Survival,Simulation,Sandbox","Multi-player,Cross-Platform Multiplayer,Steam Achievements,Steam Cloud,Valve Anti-Cheat enabled,Stats,Includes Source SDK",Action, Mature Content Description  The developers describe the content like this:  Includes intense violence and blood.  ,,$9.99 
the evil within,"Very Positive,(7,855),- 80% of the 7,855 user reviews for this game are positive.",Tango Gameworks,"Bethesda Softworks,Bethesda Softworks","Horror,Survival Horror,Psychological Horror,Gore,Atmospheric,Action,Singleplayer,Third Person,Survival,Zombies,Dark,Stealth,Adventure,Third-Person Shooter,Difficult,Cinematic,Shooter,Story Rich,Masterpiece,Walking Simulator","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud",Action,,"Minimum:,OS:,64-bit Windows 7 SP1/Windows 8.1,Processor:,i7 or an equivalent with four plus core processor,Memory:,4 GB RAM,Graphics:,GTX 460 or equivalent 1 GB VRAM card,DirectX:,Version 11,Storage:,50 GB available space,Additional Notes:,It’s worth noting that the 50 GB of space required is for the PC install. When the installation is complete, the game will take up ~41 GB of HDD space",$19.99 
the binding of isaac: rebirth complete bundle,,"Nicalis, Inc.","Nicalis, Inc.",,"Single-player,Multi-player,Local Multi-Player,Co-op,Local Co-op,Shared/Split Screen,Downloadable Content,Steam Achievements,Full controller support,Steam Trading Cards,Captions available,Steam Cloud,Stats","Action,Adventure,Indie",,,
bright memory(early access) / 光明记忆,"Very Positive,(7,779),- 93% of the 7,779 user reviews for this game are positive.",FYQD-Studio,,"Early Access,FPS,Female Protagonist,Action,Adventure,Early Access,Indie,Gore,Violent,Hack and Slash,Singleplayer,Sci-fi,Shooter,Anime","Single-player,Partial Controller Support","Action,Adventure,Indie,Early Access"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing.  ","Minimum:,OS:,Windows 7 64 bit,Processor:,i5-3470 INTEL or AMD Equivalent,Memory:,6 GB RAM,Graphics:,Nvidia GTX 660 or AMD Radeon HD 7770,DirectX:,Version 11,Storage:,4 GB available space,Additional Notes:",$6.99 
star wars™ empire at war - gold pack,"Very Positive,(5,997),- 94% of the 5,997 user reviews for this game are positive.",Petroglyph,"LucasArts,Lucasfilm,Disney Interactive,LucasArts,Lucasfilm,Disney Interactive","Strategy,Star Wars,RTS,Space,Sci-fi,Multiplayer,Singleplayer,Moddable,Tactical,Action,Mod,War,Great Soundtrack,Classic,Co-op,Grand Strategy,Simulation,4X,Adventure,Atmospheric","Single-player,Multi-player,Online Multi-Player,Steam Cloud",Strategy,,"Minimum:,Computer:,100% DirectX 9.0c compatible computer,Processor:,Intel Pentium III 1.0GHz or AMD Athlon 1.0 GHz,OS:,Windows XP SP3, Windows Vista SP2, Windows 7,RAM:,512 MB,Graphics Card:,64 MB graphics card with Shader Model 2.0 support / ATI Radeon 9600 / NVIDIA 7200 / Intel 965,Sound Card:,100% DirectX 9.0c compatible PCI, USB, or Onboard Audio Device,Internet:,56kbps or faster connection (required for multiplayer only)",$19.99 
dishonored®: death of the outsider™,"Very Positive,(2,396),- 82% of the 2,396 user reviews for this game are positive.",Arkane Studios,"Bethesda Softworks,Bethesda Softworks","Stealth,Action,First-Person,Steampunk,Female Protagonist,Singleplayer,Assassin,Atmospheric,Violent,Story Rich,Magic,Adventure,Open World,Dark,Choices Matter,Gore,Parkour,FPS,Immersive Sim,Fantasy","Single-player,Steam Achievements,Full controller support,Steam Cloud",Action,,"Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7/8/10 (64 bit version),Processor:,Intel i5-2400 (4 core)/AMD FX-8320 (8 core),Memory:,8 GB RAM,Graphics:,NVidia GTX 660 2GB/AMD Radeon 7970 3GB,Storage:,32 GB available space",$29.99 
street fighter v,"Mixed,(9,007),- 52% of the 9,007 user reviews for this game are positive.",Capcom,"Capcom,Capcom","Fighting,Multiplayer,2D Fighter,Competitive,Arcade,Action,Local Multiplayer,e-sports,2.5D,Anime,Great Soundtrack,Controller,Singleplayer,Early Access,Classic,2D,Female Protagonist,Nudity,Memes,Funny","Single-player,Multi-player,Cross-Platform Multiplayer,Steam Achievements,Full controller support,Steam Trading Cards",Action,,"Minimum:,OS:,Windows 7 64-bit,Processor:,Intel Core i3-4160 @ 3.60GHz,Memory:,6 GB RAM,Graphics:,NVIDIA® GeForce® GTX 480, GTX 570, GTX 670, or better,DirectX:,Version 11,Network:,Broadband Internet connection,Sound Card:,DirectX compatible soundcard or onboard chipset,Additional Notes:,Compatible with XInput and DirectInput USB devices including gamepads and arcade sticks based on Xbox 360, Xbox One, and DualShock controllers. Steam Controller also supported.",$19.99 
the jackbox party pack 2,"Very Positive,(417),- 94% of the 417 user reviews for this game are positive.","Jackbox Games, Inc.","Jackbox Games, Inc.,Jackbox Games, Inc.","Local Multiplayer,Casual,Comedy,Indie,Local Co-Op,Strategy,Funny,Multiplayer,Board Game,Co-op,Family Friendly","Single-player,Local Multi-Player,Local Co-op,Steam Achievements,Steam Trading Cards,Partial Controller Support,Steam Cloud","Casual,Indie,Strategy",,,$24.99 
armored battle crew [world war 1] - tank warfare and crew management simulator,"Very Positive,(88),- 80% of the 88 user reviews for this game are positive.",Gattai Games,"Gattai Games,Gattai Games","Early Access,Tanks,World War I,Indie,Simulation,Strategy,Action,Military,War,Management,Singleplayer,Tactical,Historical,Driving,3D,Destruction,Shooter,Sandbox,Casual,Survival","Single-player,Steam Achievements,Steam Cloud","Action,Adventure,Casual,Indie,Simulation,Strategy,Early Access", Mature Content Description  The developers describe the content like this:  Includes cartoon violence.  ,"Minimum:,OS:,Windows 7 or higher,Processor:,2.3 GHz Intel quad-core and above,Memory:,2 GB RAM,Graphics:,NVIDIA GT 620m or equivalent,DirectX:,Version 11,Storage:,2 GB available space,Additional Notes:,Minimum specifications may change during development",$19.99 
battlefleet gothic: armada 2,"Mostly Positive,(1,731),- 72% of the 1,731 user reviews for this game are positive.",Tindalos Interactive,"Focus Home Interactive,Focus Home Interactive","Warhammer 40K,Strategy,Space,Real Time Tactics,RTS,Violent,Games Workshop,Sci-fi,Singleplayer,Co-op,Multiplayer","Single-player,Multi-player,Online Multi-Player,Steam Achievements,Steam Trading Cards,Steam Cloud",Strategy," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7/8/10 (64 bits),Processor:,Intel Core i5-3450 (3.1 GHz)/AMD FX-6300 (3.5 GHz),Memory:,8 GB RAM,Graphics:,2 GB, GeForce GTX 660/Radeon HD 7870,Storage:,50 GB available space,Additional Notes:,INTERNET CONNECTION REQUIRED FOR THE ONLINE GAME",$39.99 
running with rifles,"Very Positive,(5,090),- 87% of the 5,090 user reviews for this game are positive.",Osumia Games,"Osumia Games,Osumia Games","Action,Tactical,Shooter,Top-Down,Multiplayer,Co-op,War,Open World,Military,Indie,Strategy,Singleplayer,Sandbox,RPG,RTS,Simulation,Massively Multiplayer,Survival,Isometric,Adventure","Single-player,Multi-player,Online Multi-Player,Co-op,Online Co-op,Cross-Platform Multiplayer,Steam Achievements,Steam Trading Cards,Steam Workshop","Action,Indie",,"Minimum:,OS:,Windows XP,Processor:,1.6 GHz Dual Core,Memory:,1 GB RAM,Graphics:,NVidia Geforce 6600, ATI x800, Intel HD3000 or equivalent with 256MB VRAM,DirectX:,Version 9.0c,Storage:,800 MB available space,Additional Notes:,Try out the latest demo to see if the game will run fine for you.,Minimum:,Processor:,1.6 GHz Dual Core,Memory:,2 GB RAM,Graphics:,NVidia Geforce 6800, ATI x800, Intel HD3000 or equivalent  with 256MB VRAM - please note that the game is not playable with ATI/AMD proprietary drivers!,Storage:,800 MB available space,Additional Notes:,Try out the latest demo to see if the game will run fine for you.",$14.99 
the witcher: enhanced edition director's cut,"Very Positive,(28,082),- 85% of the 28,082 user reviews for this game are positive.",CD PROJEKT RED,"CD PROJEKT RED,1C-SoftClub,CD PROJEKT RED,1C-SoftClub","RPG,Fantasy,Story Rich,Mature,Singleplayer,Choices Matter,Third Person,Action,Nudity,Adventure,Based On A Novel,Dark Fantasy,Atmospheric,Masterpiece,Open World,Great Soundtrack,Multiple Endings,Medieval,Action RPG,Magic","Single-player,Steam Cloud","Action,RPG",,"Minimum:,OS:,OS X 10.8, 10.9, 10.10,Processor:,Intel Core i5,Memory:,4 GB of RAM,Graphics:,nVidia GeForce GT 650m (1440x900), AMD Radeon HD 6750M (1440x900) or Intel HD 5000 (1366x768),Hard Drive:,14.25 GB free space,Display compatibility notice: 1440x900 resolution is the recommended resolution for best performance. It is not recommended to use native Retina resolutions.",$9.99 
middle-earth™: shadow of war™,"Mostly Positive,(16,973),- 77% of the 16,973 user reviews for this game are positive.",Monolith Productions,"WB Games,WB Games","Open World,Action,RPG,Fantasy,Singleplayer,Adventure,Violent,Third Person,Gore,Stealth,War,Story Rich,Action RPG,Dark Fantasy,Hack and Slash,Atmospheric,Magic,Medieval,Strategy,Great Soundtrack","Single-player,Steam Achievements,Full controller support,Steam Trading Cards,In-App Purchases,Steam Cloud","Action,Adventure,RPG"," Mature Content Description  The developers describe the content like this:  This Game may contain content not appropriate for all ages, or may not be appropriate for viewing at work: Frequent Violence or Gore, General Mature Content  ","Minimum:,Requires a 64-bit processor and operating system,OS:,Windows 7 SP1 with Platform Update,Processor:,AMD FX-4350, 4.2 GHz / Intel Core i5-2300, 2.80 GHz,Memory:,6 GB RAM,Graphics:,AMD HD 7870, 2 GB / NVIDIA GTX 660, 2 GB,DirectX:,Version 11,Network:,Broadband Internet connection,Storage:,70 GB available space,Additional Notes:,X64 required",Demo Middle-earth™: Shadow of War™
forts,"Mostly Positive,(1,786),- 79% of the 1,786 user reviews for this game are positive.",EarthWork Games,"EarthWork Games,EarthWork Games","Strategy,Base Building,Action,Multiplayer,RTS,Physics,Building,Singleplayer,Co-op,2D,Destruction,Sandbox,Indie,Resource Management,War,Tactical,Military,Tower Defense,Funny,Free to Play","Single-player,Online Multi-Player,Online Co-op,Steam Achievements,Steam Workshop,Steam Leaderboards,Includes level editor","Action,Strategy",,,$14.99 
the lord of the rings online™,"Very Positive,(8,597),- 80% of the 8,597 user reviews for this game are positive.","Standing Stone Games, LLC","Standing Stone Games, LLC,Standing Stone Games, LLC","Free to Play,MMORPG,Massively Multiplayer,Fantasy,RPG,Open World,Adventure,Multiplayer,Based On A Novel,Action,Exploration,Character Customization,Story Rich,Co-op,Online Co-Op,Third Person,Survival,PvP,Singleplayer,Dark Fantasy",MMO,"Free to Play,Massively Multiplayer,RPG",,"Minimum:,OS:,Windows XP (Service Pack 2),Processor:,Intel Pentium 4 3.0GHz or AMD Equivalent,Memory:,1GB (2GB for Windows Vista),Hard Disk Space:,12 GB (+3 GB for international clients),Video Card:,at least 128MB Onboard graphics memory,DirectX®:,9.0c,Internet Connection:,Cable or DSL Connection,Minimum,OS:,10.7.5,Processor:,2.0 GHz Intel Core i5,Memory:,2 GB,Hard Disk Space:,25 GB of available space,Video Card:,Intel HD Graphics 3000 or better,Sound:,Integrated Sound",Play for Free!
